Transaction Number,Transaction Date,Transaction Type,Transaction Description,Debit Amount,Credit Amount,Balance,Category,Location City,Location Country
3560,03/05/2019,DD,ASSURANT INTER LTD,21.15,,6652.28,Insurance,Swansea,UK
3561,03/05/2019,BP,SAVE THE CHANGE,0.25,,6673.43,Savings,Swansea,UK
3562,02/05/2019,DEP,CLUB LLOYDS WAIVED,,3,6673.68,Supplementary Income,Swansea,UK
3563,02/05/2019,PAY,CLUB LLOYDS FEE,3,,6670.68,Bills,Swansea,UK
3564,02/05/2019,DEB,Lush UK,16.95,,6673.68,Other Shopping,,
3565,02/05/2019,DEB,SAINSBURYS S/MKTS,16.8,,6690.63,Groceries,,
3566,02/05/2019,CPT,LNK TESCO FABIAN W,60,,6707.43,Cash,Swansea,UK
3567,02/05/2019,BP,SAVE THE CHANGE,0.05,,6767.43,Savings,Swansea,UK
3568,01/05/2019,,INTEREST (GROSS),,6.12,6767.48,Interest,Swansea,UK
3569,01/05/2019,DEB,SAINSBURYS S/MKTS,15,,6761.36,Groceries,,
3570,01/05/2019,DEB,TESCO STORES 4628,3.95,,6776.36,Groceries,,
3571,01/05/2019,CPT,LNK SAINSBURYS BAN,50,,6780.31,Cash,,
3572,01/05/2019,DD,PRINCIPALITY BS,957.26,,6830.31,Mortgage,Swansea,UK
3573,01/05/2019,DD,CC SWANSEA C.TAX,147,,7787.57,Bills,Swansea,UK
3574,01/05/2019,DD,GOOD ENERGY LTD,97,,7934.57,Bills,Swansea,UK
3575,01/05/2019,DD,DWR CYMRU W WATER,32.5,,8031.57,Bills,Swansea,UK
3576,01/05/2019,DD,ZURICH,20.69,,8064.07,Insurance,Swansea,UK
3577,01/05/2019,SO,ESAVINGS ACCOUNT,300,,8084.76,Savings,Swansea,UK
3578,30/04/2019,DD,UCU B ACCOUNT,24.26,,8384.76,Others,Swansea,UK
3579,30/04/2019,BP,SAVE THE CHANGE,1.18,,8409.02,Savings,Swansea,UK
3580,30/04/2019,BGC,SWANSEA UNI - PAY,,3265.85,8410.2,Paycheck,Swansea,UK
3581,29/04/2019,DEB,WWW.III.CO.UK DE,3000,,5144.35,Investment,Nottingham,UK
3582,29/04/2019,DEB,HATHWAY HOUSE ACCO,55,,8144.35,Hotels,Bristol,
3583,29/04/2019,DEB,PAYPAL *DISC HEALT,39.95,,8199.35,Services,Swansea,UK
3584,29/04/2019,DEB,Brontosaurus Vegan,18.57,,8239.3,Dine Out,Swansea,UK
3585,29/04/2019,DEB,POST OFFICE COUNTE,17.8,,8257.87,Others,Swansea,UK
3586,29/04/2019,DEB,THE BODY SHOP INTL,15,,8275.67,Other Shopping,,
3587,29/04/2019,DEB,MARKS&SPENCER PLC,8.5,,8290.67,Clothes,,
3588,29/04/2019,BP,SAVE THE CHANGE,0.66,,8299.17,Savings,Swansea,UK
3589,29/04/2019,TFR,R LAWRENCE  28APR19,,1000,8299.83,Supplementary Income,Swansea,UK
3590,26/04/2019,DEB,AMZNMktplace,2.34,,7299.83,Amazon,Swansea,UK
3591,26/04/2019,CPT,LNK TESCO FABIAN W,60,,7302.17,Cash,Swansea,UK
3592,25/04/2019,CPT,LNK TESCO FABIAN W,100,,7362.17,Cash,Swansea,UK
3593,25/04/2019,BP,SAVE THE CHANGE,0.01,,7462.17,Savings,Swansea,UK
3594,24/04/2019,DEB,Audible.co.uk,7.99,,7462.18,Entertainment,Swansea,UK
3595,24/04/2019,BP,SAVE THE CHANGE,1.06,,7470.17,Savings,Swansea,UK
3596,23/04/2019,DEB,WM MORRISONS STORE,44.91,,7471.23,Groceries,,
3597,23/04/2019,DEB,Brontosaurus Vegan,23.62,,7516.14,Dine Out,Swansea,UK
3598,23/04/2019,DEB,AMAZON.CO.UK*MZ3T6,11.81,,7539.76,Amazon,Swansea,UK
3599,23/04/2019,DEB,MARKS&SPENCER PLC,8.8,,7551.57,Clothes,,
3600,23/04/2019,DEB,COFFEE#1 SWANSEA,3.8,,7560.37,Dine Out,Swansea,UK
3601,23/04/2019,CPT,LNK TESCO FABIAN W,60,,7564.17,Cash,Swansea,UK
3602,23/04/2019,DD,VIRGIN MEDIA PYMTS,29,,7624.17,Bills,Swansea,UK
3603,23/04/2019,DD,CORGI HOMEPLAN,14.75,,7653.17,Home Improvement,swansea,UK
3604,18/04/2019,CPT,LNK TESCO FABIAN W,50,,7667.92,Cash,Swansea,UK
3605,18/04/2019,BP,SAVE THE CHANGE,0.47,,7717.92,Savings,Swansea,UK
3606,17/04/2019,DEB,AMZNMktplace,7.93,,7718.39,Amazon,Swansea,UK
3607,17/04/2019,DEB,AMZNMKTPLACE AMAZO,3.6,,7726.32,Amazon,Swansea,UK
3608,16/04/2019,CPT,LNK FABIAN WAY,150,,7729.92,Cash,Swansea,UK
3609,16/04/2019,DD,O2,18.94,,7879.92,Other Shopping,Swansea,UK
3610,16/04/2019,BP,SAVE THE CHANGE,1.62,,7898.86,Savings,Swansea,UK
3611,15/04/2019,DEB,SAINSBURY'S S/MKT,20.06,,7900.48,Groceries,,
3612,15/04/2019,DEB,Brontosaurus Vegan,14.72,,7920.54,Dine Out,Swansea,UK
3613,15/04/2019,DEB,MARKS&SPENCER PLC,6.7,,7935.26,Clothes,,
3614,15/04/2019,DEB,KLM UK  074341,304.9,,7941.96,Travel,,
3615,15/04/2019,CPT,LNK TESCO FABIAN W,250,,8246.86,Cash,Swansea,UK
3616,15/04/2019,CPT,LOYD LOYD 802 OXFO,40,,8496.86,Cash,Swansea,UK
3617,12/04/2019,BP,SAVE THE CHANGE,0.12,,8536.86,Savings,Swansea,UK
3618,11/04/2019,DEB,AMZNMktplace,14.88,,8536.98,Amazon,Swansea,UK
3619,11/04/2019,BP,SAVE THE CHANGE,0.36,,8551.86,Savings,Swansea,UK
3620,10/04/2019,DEB,EASYJET   000EWX,85.64,,8552.22,Travel,,
3621,10/04/2019,DEB,EXPEDIA 7425718119,3,,8637.86,Travel,,
3622,10/04/2019,CPT,LNK TESCO FABIAN W,40,,8640.86,Cash,Swansea,UK
3623,09/04/2019,CPT,LNK TESCO FABIAN W,40,,8680.86,Cash,Swansea,UK
3624,09/04/2019,BP,SAVE THE CHANGE,2.13,,8720.86,Savings,Swansea,UK
3625,08/04/2019,DEB,THE GYM LTD,29.99,,8722.99,Fitness,Swansea,UK
3626,08/04/2019,DEB,AMZNMktplace,15.66,,8752.98,Amazon,Swansea,UK
3627,08/04/2019,DEB,Brontosaurus Vegan,19.02,,8768.64,Dine Out,Swansea,UK
3628,08/04/2019,DEB,MARKS&SPENCER PLC,7.2,,8787.66,Clothes,,
3629,08/04/2019,DD,LV LIFE,37.12,,8794.86,Insurance,Swansea,UK
3630,08/04/2019,BP,SAVE THE CHANGE,0.01,,8831.98,Savings,Swansea,UK
3631,05/04/2019,CPT,LNK M&S SWANSEA,50,,8831.99,Cash,Swansea,UK
3632,05/04/2019,DEB,THE GYM LTD,7.99,,8881.99,Fitness,Swansea,UK
3633,05/04/2019,BP,SAVE THE CHANGE,0.19,,8889.98,Savings,Swansea,UK
3634,04/04/2019,DEB,WWW.III.CO.UK DE,5000,,8890.17,Investment,Swansea,UK
3635,04/04/2019,DEB,AMZNMktplace,5.81,,13890.17,Amazon,Swansea,UK
3636,04/04/2019,BP,SAVE THE CHANGE,1.23,,13895.98,Savings,Swansea,UK
3637,03/04/2019,DEB,AMZNMktplace,24.28,,13897.21,Amazon,Swansea,UK
3638,03/04/2019,DEB,Amazon.co.uk*MZ275,10.49,,13921.49,Amazon,Swansea,UK
3639,03/04/2019,CPT,LNK TESCO FABIAN W,40,,13931.98,Cash,Swansea,UK
3640,03/04/2019,DD,ASSURANT INTER LTD,21.15,,13971.98,Insurance,Swansea,UK
3641,02/04/2019,DEP,CLUB LLOYDS WAIVED,,3,13993.13,Supplementary Income,Swansea,UK
3642,02/04/2019,PAY,CLUB LLOYDS FEE,3,,13990.13,Bills,Swansea,UK
3643,02/04/2019,DD,ZURICH,20.69,,13993.13,Insurance,Swansea,UK
3644,02/04/2019,BP,SAVE THE CHANGE,2.47,,14013.82,Savings,Swansea,UK
3645,01/04/2019,,INTEREST (GROSS),,6.33,14016.29,Interest,Swansea,UK
3646,01/04/2019,DEB,Brontosaurus Vegan,16.62,,14009.96,Dine Out,Swansea,UK
3647,01/04/2019,DEB,POST OFFICE COUNTE,12.76,,14026.58,Others,Swansea,UK
3648,01/04/2019,DEB,MARKS&SPENCER PLC,7.1,,14039.34,Clothes,,
3649,01/04/2019,DEB,PAYPAL *JAKUBSTADT,81.05,,14046.44,Services,Swansea,UK
3650,01/04/2019,DD,PRINCIPALITY BS,957.26,,14127.49,Mortgage,Swansea,UK
3651,01/04/2019,DD,CC SWANSEA C.TAX,145.69,,15084.75,Bills,Swansea,UK
3652,01/04/2019,DD,GOOD ENERGY LTD,97,,15230.44,Bills,Swansea,UK
3653,01/04/2019,DD,DWR CYMRU W WATER,32.5,,15327.44,Bills,Swansea,UK
3654,01/04/2019,SO,ESAVINGS ACCOUNT,300,,15359.94,Savings,Swansea,UK
3655,01/04/2019,CPT,LNK 1 UNION STREET,40,,15659.94,Cash,Leicester,UK
3656,29/03/2019,CPT,LNK TESCO FABIAN W,40,,15699.94,Cash,Swansea,UK
3657,29/03/2019,DD,UCU B ACCOUNT,24.26,,15739.94,Others,Swansea,UK
3658,29/03/2019,BP,SAVE THE CHANGE,0.5,,15764.2,Savings,Swansea,UK
3659,29/03/2019,BGC,SWANSEA UNI - PAY,,3251.36,15764.7,Paycheck,Swansea,UK
3660,28/03/2019,DEB,AMZN MKTP UK*MZ4YK,2.5,,12513.34,Amazon,Swansea,UK
3661,27/03/2019,BP,SAVE THE CHANGE,0.7,,12515.84,Savings,Swansea,UK
3662,26/03/2019,DEB,SAINSBURY'S S/MKT,29.3,,12516.54,Groceries,,
3663,26/03/2019,BP,SAVE THE CHANGE,1.41,,12545.84,Savings,Swansea,UK
3664,25/03/2019,DEB,ZINCO LOUNGE,14.75,,12547.25,Dine Out,Swansea,UK
3665,25/03/2019,DEB,Brontosaurus Vegan,15.05,,12562,Dine Out,Swansea,UK
3666,25/03/2019,DEB,MARKS&SPENCER PLC,10.8,,12577.05,Clothes,,
3667,25/03/2019,DEB,Audible.co.uk,7.99,,12587.85,Entertainment,Swansea,UK
3668,25/03/2019,CPT,LNK TESCO FABIAN W,50,,12595.84,Cash,Swansea,UK
3669,25/03/2019,BP,SAVE THE CHANGE,0.69,,12645.84,Savings,Swansea,UK
3670,22/03/2019,CPT,LNK TESCO FABIAN W,30,,12646.53,Cash,Swansea,UK
3671,22/03/2019,DD,CORGI HOMEPLAN,14.75,,12676.53,Home Improvement,swansea,UK
3672,22/03/2019,DEB,NON-GBP PURCH FEE,0.5,,12691.28,Others,Swansea,UK
3673,22/03/2019,DEB,NON-GBP TRANS FEE,6.64,,12691.78,Others,Swansea,UK
3674,22/03/2019,DEB,B.COM 2160701-KEGH,222.31,,12698.42,,,
3675,22/03/2019,BP,SAVE THE CHANGE,0.56,,12920.73,Savings,Swansea,UK
3676,21/03/2019,DEB,AMZN Mktp UK*MW55R,17.7,,12921.29,Amazon,Swansea,UK
3677,21/03/2019,DEB,KLM UK  074341,443.74,,12938.99,Travel,,
3678,21/03/2019,DD,VIRGIN MEDIA PYMTS,29,,13382.73,Bills,Swansea,UK
3679,21/03/2019,BP,SAVE THE CHANGE,0.97,,13411.73,Savings,Swansea,UK
3680,20/03/2019,DEB,AMZN Mktp UK*MW0N1,9.03,,13412.7,Amazon,Swansea,UK
3681,20/03/2019,DEB,EXPEDIA 7420654555,3,,13421.73,Travel,,
3682,20/03/2019,BP,SAVE THE CHANGE,0.86,,13424.73,Savings,Swansea,UK
3683,19/03/2019,DEB,AMZN Mktp UK*MW1XF,6.14,,13425.59,Amazon,Swansea,UK
3684,19/03/2019,CPT,LNK FABIAN WAY,50,,13431.73,Cash,Swansea,UK
3685,19/03/2019,BP,SAVE THE CHANGE,0.3,,13481.73,Savings,Swansea,UK
3686,18/03/2019,DEB,THE BIKE HUB,20,,13482.03,Other Shopping,,
3687,18/03/2019,DEB,MARKS&SPENCER PLC,4.7,,13502.03,Clothes,,
3688,18/03/2019,DD,O2,17.95,,13506.73,Other Shopping,Swansea,UK
3689,18/03/2019,CPT,LNK M&S SWANSEA,40,,13524.68,Cash,Swansea,UK
3690,15/03/2019,CPT,LNK TESCO FABIAN W,40,,13564.68,Cash,Swansea,UK
3691,15/03/2019,BGC,SWANSEA UNIVERSITY,,264.95,13604.68,Supplementary Income,Swansea,UK
3692,14/03/2019,BP,SAVE THE CHANGE,0.5,,13339.73,Savings,Swansea,UK
3693,13/03/2019,DEB,AMZN MKTP UK*MW1F6,15.9,,13340.23,Amazon,Swansea,UK
3694,13/03/2019,DEB,TESCO STORES 4628,6.6,,13356.13,Groceries,,
3695,12/03/2019,CPT,LNK TESCO FABIAN W,40,,13362.73,Cash,Swansea,UK
3696,12/03/2019,BP,SAVE THE CHANGE,0.67,,13402.73,Savings,Swansea,UK
3697,11/03/2019,DEB,Brontosaurus Vegan,33.72,,13403.4,Dine Out,Swansea,UK
3698,11/03/2019,DEB,MARKS&SPENCER PLC,5,,13437.12,Clothes,,
3699,11/03/2019,DEB,Amazon Prime*MW23K,79,,13442.12,Amazon,Swansea,UK
3700,11/03/2019,DEB,AMZN Mktp UK*MW6U6,7.61,,13521.12,Amazon,Swansea,UK
3701,08/03/2019,CPT,LNK FABIAN WAY,50,,13528.73,Cash,Swansea,UK
3702,08/03/2019,DD,LV LIFE,37.12,,13578.73,Insurance,Swansea,UK
3703,08/03/2019,BP,SAVE THE CHANGE,0.99,,13615.85,Savings,Swansea,UK
3704,07/03/2019,DEB,AMAZON.CO.UK*MW8G9,13.01,,13616.84,Amazon,Swansea,UK
3705,07/03/2019,CPT,LNK TESCO FABIAN W,40,,13629.85,Cash,Swansea,UK
3706,07/03/2019,BP,SAVE THE CHANGE,0.51,,13669.85,Savings,Swansea,UK
3707,06/03/2019,DEB,AMZN MKTP UK*MW4GI,23.49,,13670.36,Amazon,Swansea,UK
3708,06/03/2019,CPT,LNK FABIAN WAY,50,,13693.85,Cash,Swansea,UK
3709,06/03/2019,BP,SAVE THE CHANGE,0.27,,13743.85,Savings,Swansea,UK
3710,05/03/2019,DEB,AMZN Mktp UK*MW6J9,35.73,,13744.12,Amazon,Swansea,UK
3711,05/03/2019,BP,SAVE THE CHANGE,2.2,,13779.85,Savings,Swansea,UK
3712,04/03/2019,DEP,CLUB LLOYDS WAIVED,,3,13782.05,Amazon,Swansea,UK
3713,04/03/2019,PAY,CLUB LLOYDS FEE,3,,13779.05,Bills,Swansea,UK
3714,04/03/2019,DEB,Amazon.co.uk*MW4OW,16.15,,13782.05,Supplementary Income,Swansea,UK
3715,04/03/2019,DEB,MARKS&SPENCER PLC,9.2,,13798.2,Clothes,,
3716,04/03/2019,DEB,COFFEE#1 SWANSEA,8.8,,13807.4,Dine Out,Swansea,UK
3717,04/03/2019,DEB,AMZN Mktp UK*MW8PN,11.65,,13816.2,Amazon,Swansea,UK
3718,01/03/2019,,INTEREST (GROSS),,5.71,13827.85,Interest,Swansea,UK
3719,01/03/2019,CPT,LNK TESCO FABIAN W,50,,13822.14,Cash,Swansea,UK
3720,01/03/2019,DD,PRINCIPALITY BS,957.26,,13872.14,Mortgage,Swansea,UK
3721,01/03/2019,DD,GOOD ENERGY LTD,97,,14829.4,Bills,Swansea,UK
3722,01/03/2019,DD,AVIVA LIFE,46.46,,14926.4,Insurance,Swansea,UK
3723,01/03/2019,DD,DWR CYMRU W WATER,23.5,,14972.86,Bills,Swansea,UK
3724,01/03/2019,DD,ASSURANT INTER LTD,21.15,,14996.36,Insurance,Swansea,UK
3725,01/03/2019,DD,ZURICH,20.69,,15017.51,Insurance,Swansea,UK
3726,01/03/2019,DD,CC SWANSEA C.TAX,13,,15038.2,Bills,Swansea,UK
3727,01/03/2019,SO,ESAVINGS ACCOUNT,300,,15051.2,Savings,Swansea,UK
3728,01/03/2019,BGC,SWANSEA UNIVERSITY,,123.2,15351.2,Supplementary Income,Swansea,UK
3729,28/02/2019,DD,UCU B ACCOUNT,24.26,,15228,Others,Swansea,UK
3730,28/02/2019,BGC,SWANSEA UNI - PAY,,3250.96,15252.26,Paycheck,Swansea,UK
3731,28/02/2019,BGC,MIDDLESEX UNIV,,404.95,12001.3,Supplementary Income,Swansea,UK
3732,27/02/2019,CPT,LNK TESCO FABIAN W,20,,11596.35,Cash,Swansea,UK
3733,26/02/2019,BP,SAVE THE CHANGE,1.79,,11616.35,Savings,Swansea,UK
3734,25/02/2019,DEB,NON-GBP PURCH FEE,0.5,,11618.14,Others,Swansea,UK
3735,25/02/2019,DEB,NON-GBP TRANS FEE,11.52,,11618.64,Others,Swansea,UK
3736,25/02/2019,DEB,VEGAN LAUNCH,385.59,,11630.16,Dine Out,,
3737,25/02/2019,DEB,Amazon.co.uk*MI64R,12.37,,12015.75,Amazon,Swansea,UK
3738,25/02/2019,DEB,AMZN MKTP UK*MI4CC,8.99,,12028.12,Amazon,Swansea,UK
3739,25/02/2019,DEB,AMZN Mktp UK*MI93A,5.99,,12037.11,Amazon,Swansea,UK
3740,25/02/2019,DEB,SHARE DEALINGS LEE,5000,,12043.1,Services,Swansea,UK
3741,25/02/2019,DEB,Brontosaurus Vegan,20.99,,17043.1,Dine Out,Swansea,UK
3742,25/02/2019,DEB,POUNDSTRETCHER 270,4.29,,17064.09,Groceries,,
3743,25/02/2019,DEB,Audible.co.uk,7.99,,17068.38,Entertainment,Swansea,UK
3744,25/02/2019,DEB,SHARE DEALINGS LEE,25,,17076.37,Services,Swansea,UK
3745,25/02/2019,CPT,LNK TESCO FABIAN W,40,,17101.37,Cash,Swansea,UK
3746,22/02/2019,DEB,SAINSBURY'S S/MKT,11,,17141.37,Groceries,,
3747,22/02/2019,CPT,LNK TESCO FABIAN W,40,,17152.37,Cash,Swansea,UK
3748,22/02/2019,DD,CORGI HOMEPLAN,14.75,,17192.37,Home Improvement,swansea,UK
3749,21/02/2019,DD,VIRGIN MEDIA PYMTS,29,,17207.12,Bills,Swansea,UK
3750,19/02/2019,CPT,LNK FABIAN WAY,50,,17236.12,Cash,Swansea,UK
3751,19/02/2019,BP,SAVE THE CHANGE,0.66,,17286.12,Savings,Swansea,UK
3752,18/02/2019,DEB,ZARA SWANSEA,49.99,,17286.78,Clothes,Swansea,UK
3753,18/02/2019,DEB,Brontosaurus Vegan,12.66,,17336.77,Dine Out,Swansea,UK
3754,18/02/2019,DEB,AMZN Mktp UK*MI3BZ,11.99,,17349.43,Amazon,Swansea,UK
3755,18/02/2019,DEB,MARKS&SPENCER PLC,8.7,,17361.42,Clothes,,
3756,18/02/2019,DD,O2,17.95,,17370.12,Other Shopping,Swansea,UK
3757,18/02/2019,BP,SAVE THE CHANGE,0.57,,17388.07,Savings,Swansea,UK
3758,15/02/2019,DEB,AMZN Mktp UK*MI5TU,8.43,,17388.64,Amazon,Swansea,UK
3759,15/02/2019,CPT,LNK TESCO FABIAN W,50,,17397.07,Cash,Swansea,UK
3760,13/02/2019,BP,SAVE THE CHANGE,0.64,,17447.07,Savings,Swansea,UK
3761,12/02/2019,DEB,AMZN MKTP UK*MI4ED,8.37,,17447.71,Amazon,Swansea,UK
3762,12/02/2019,DEB,AMZN Mktp UK*MI5RP,7.99,,17456.08,Amazon,Swansea,UK
3763,12/02/2019,CPT,LNK UNI - UNIVERSI,50,,17464.07,Cash,Swansea,UK
3764,12/02/2019,BP,SAVE THE CHANGE,1.45,,17514.07,Savings,Swansea,UK
3765,11/02/2019,DEB,AMAZON.CO.UK*MI5QA,7.86,,17515.52,Amazon,Swansea,UK
3766,11/02/2019,DEB,Brontosaurus Vegan,23.62,,17523.38,Dine Out,Swansea,UK
3767,11/02/2019,DEB,IQRA SWANSEA LIMIT,20.97,,17547,,,
3768,11/02/2019,DEB,MARKS&SPENCER PLC,8.1,,17567.97,Clothes,,
3769,11/02/2019,DEB,POUNDLAND LTD 1414,4,,17576.07,Groceries,,
3770,08/02/2019,DD,LV LIFE,37.12,,17580.07,Insurance,Swansea,UK
3771,08/02/2019,BP,SAVE THE CHANGE,0.87,,17617.19,Savings,Swansea,UK
3772,07/02/2019,DEB,POUNDSTRETCHER 270,7.13,,17618.06,Groceries,,
3773,07/02/2019,CPT,LNK TESCO FABIAN W,60,,17625.19,Cash,Swansea,UK
3774,07/02/2019,BP,SAVE THE CHANGE,0.85,,17685.19,Savings,Swansea,UK
3775,06/02/2019,DEB,SAINSBURY'S S/MKT,22.15,,17686.04,Groceries,,
3776,06/02/2019,BP,SAVE THE CHANGE,0.61,,17708.19,Savings,Swansea,UK
3777,05/02/2019,DEB,AMZN Mktp UK*MI47S,2.39,,17708.8,Amazon,Swansea,UK
3778,05/02/2019,CPT,LNK FABIAN WAY,50,,17711.19,Cash,Swansea,UK
3779,05/02/2019,BP,SAVE THE CHANGE,0.67,,17761.19,Savings,Swansea,UK
3780,04/02/2019,DEP,CLUB LLOYDS WAIVED,,3,17761.86,Dine Out,Swansea,UK
3781,04/02/2019,PAY,CLUB LLOYDS FEE,3,,17758.86,Bills,Swansea,UK
3782,04/02/2019,DEB,Brontosaurus Vegan,26.73,,17761.86,Supplementary Income,Swansea,UK
3783,04/02/2019,DEB,MARKS&SPENCER PLC,13.6,,17788.59,Clothes,,
3784,04/02/2019,DD,ASSURANT INTER LTD,21.15,,17802.19,Insurance,Swansea,UK
3785,04/02/2019,BP,SAVE THE CHANGE,0.33,,17823.34,Savings,Swansea,UK
3786,01/02/2019,,INTEREST (GROSS),,6.12,17823.67,Interest,Swansea,UK
3787,01/02/2019,DEB,TESCO STORES 4628,2.67,,17817.55,Groceries,,
3788,01/02/2019,DD,PRINCIPALITY BS,957.26,,17820.22,Mortgage,Swansea,UK
3789,01/02/2019,DD,GOOD ENERGY LTD,97,,18777.48,Bills,Swansea,UK
3790,01/02/2019,DD,AVIVA LIFE,46.46,,18874.48,Insurance,Swansea,UK
3791,01/02/2019,DD,DWR CYMRU W WATER,23.5,,18920.94,Bills,Swansea,UK
3792,01/02/2019,DD,ZURICH,20.69,,18944.44,Insurance,Swansea,UK
3793,01/02/2019,DD,CC SWANSEA C.TAX,13.81,,18965.13,Bills,Swansea,UK
3794,01/02/2019,SO,ESAVINGS ACCOUNT,300,,18978.94,Savings,Swansea,UK
3795,01/02/2019,BP,SAVE THE CHANGE,0.8,,19278.94,Savings,Swansea,UK
3796,31/01/2019,DEB,BIRMINGHAM INT HOT,47,,19279.74,Hotels,Birmingham,UK
3797,31/01/2019,DEB,WASABI BIRMINGHAM,12.2,,19326.74,Dine Out,Birmingham,UK
3798,31/01/2019,CPT,LNK TESCO FABIAN W,60,,19338.94,Cash,Swansea,UK
3799,31/01/2019,DD,UCU B ACCOUNT,24.26,,19398.94,Others,Swansea,UK
3800,31/01/2019,BP,SAVE THE CHANGE,1,,19423.2,Savings,Swansea,UK
3801,31/01/2019,BGC,SWANSEA UNI - PAY,,3251.36,19424.2,Paycheck,Swansea,UK
3802,30/01/2019,DEB,TFW RAIL SERVICES,67.4,,16172.84,Travel,,
3803,30/01/2019,DEB,SHREWSBURY STARBUC,8.6,,16240.24,Dine Out,Shrewsbury,UK
3804,30/01/2019,DEB,THE BIKE HUB,5,,16248.84,Other Shopping,,
3805,29/01/2019,CPT,LOYD LOYD 802 OXFO,60,,16253.84,Cash,Swansea,UK
3806,29/01/2019,BP,SAVE THE CHANGE,0.8,,16313.84,Savings,Swansea,UK
3807,28/01/2019,DEB,MARKS&SPENCER PLC,10.2,,16314.64,Clothes,,
3808,28/01/2019,BP,SAVE THE CHANGE,0.1,,16324.84,Savings,Swansea,UK
3809,25/01/2019,DEB,SAINSBURY'S S/MKT,12.9,,16324.94,Groceries,,
3810,25/01/2019,CPT,LNK TESCO FABIAN W,60,,16337.84,Cash,Swansea,UK
3811,25/01/2019,BP,SAVE THE CHANGE,0.01,,16397.84,Savings,Swansea,UK
3812,24/01/2019,DEB,Audible.co.uk,7.99,,16397.85,Entertainment,Swansea,UK
3813,24/01/2019,BP,SAVE THE CHANGE,0.5,,16405.84,Savings,Swansea,UK
3814,23/01/2019,DEB,HOLIDAY INNS,96,,16406.34,Hotels,,
3815,23/01/2019,DEB,HOLIDAY INNS,3.5,,16502.34,Hotels,,
3816,23/01/2019,BP,SAVE THE CHANGE,0.9,,16505.84,Savings,Swansea,UK
3817,22/01/2019,DEB,LUL TICKET MACHINE,13.1,,16506.74,Travel,London,UK
3818,22/01/2019,DD,CORGI HOMEPLAN,14.75,,16519.84,Home Improvement,swansea,UK
3819,22/01/2019,BP,SAVE THE CHANGE,2.36,,16534.59,Savings,Swansea,UK
3820,21/01/2019,DEB,PIZZA EXPRESS,27.45,,16536.95,Dine Out,,
3821,21/01/2019,DEB,Brontosaurus Vegan,20.89,,16564.4,Dine Out,Swansea,UK
3822,21/01/2019,DEB,MARKS&SPENCER PLC,13.2,,16585.29,Clothes,,
3823,21/01/2019,DEB,COFFEE#1 SWANSEA,6.6,,16598.49,Dine Out,Swansea,UK
3824,21/01/2019,DEB,TESCO STORES 4628,6.5,,16605.09,Groceries,,
3825,21/01/2019,DD,VIRGIN MEDIA PYMTS,29,,16611.59,Bills,Swansea,UK
3826,21/01/2019,CPT,LNK BEST ONE,40,,16640.59,Cash,,
3827,18/01/2019,CPT,LNK TESCO FABIAN W,60,,16680.59,Cash,Swansea,UK
3828,18/01/2019,BP,SAVE THE CHANGE,0.3,,16740.59,Savings,Swansea,UK
3829,17/01/2019,DEB,GWR WEBSALES,116.7,,16740.89,Travel,,
3830,16/01/2019,DD,O2,16.78,,16857.59,Other Shopping,Swansea,UK
3831,16/01/2019,BP,SAVE THE CHANGE,0.33,,16874.37,Savings,Swansea,UK
3832,15/01/2019,CPT,LNK TESCO FABIAN W,60,,16874.7,Cash,Swansea,UK
3833,15/01/2019,DEB,SAINSBURYS S/MKTS,30,,16934.7,Groceries,,
3834,15/01/2019,DEB,NON-GBP PURCH FEE,0.5,,16964.7,Others,Swansea,UK
3835,15/01/2019,DEB,NON-GBP TRANS FEE,0.58,,16965.2,Others,Swansea,UK
3836,15/01/2019,DEB,RMV CONTACT CENTER,19.67,,16965.78,Others,Swansea,UK
3837,15/01/2019,BP,SAVE THE CHANGE,0.39,,16985.45,Savings,Swansea,UK
3838,14/01/2019,DEB,Brontosaurus Vegan,23.61,,16985.84,Dine Out,Swansea,UK
3839,14/01/2019,BP,REMUS MANAGEMENTV2,126.69,,17009.45,Clothes,,
3840,11/01/2019,CPT,LNK TESCO FABIAN W,60,,17136.14,Cash,Swansea,UK
3841,11/01/2019,DD,LV LIFE,37.12,,17196.14,Insurance,Swansea,UK
3842,08/01/2019,BP,SAVE THE CHANGE,0.79,,17233.26,Savings,Swansea,UK
3843,07/01/2019,DEB,Brontosaurus Vegan,21.41,,17234.05,Dine Out,Swansea,UK
3844,07/01/2019,DEB,NON-GBP PURCH FEE,0.5,,17255.46,Others,Swansea,UK
3845,07/01/2019,DEB,NON-GBP TRANS FEE,4.18,,17255.96,Others,Swansea,UK
3846,07/01/2019,DEB,ART VILLA NAUTILUS,140,,17260.14,Hotels,Santa Cruz de Tenerife,Spain
3847,07/01/2019,DEB,GWR BRISTOL TM SST,28.8,,17400.14,Travel,Bristol,
3848,07/01/2019,CPT,LOYD LOYD 802 OXFO,60,,17428.94,Cash,Swansea,UK
3849,03/01/2019,DEP,CLUB LLOYDS WAIVED,,3,17488.94,Insurance,Swansea,UK
3850,03/01/2019,PAY,CLUB LLOYDS FEE,3,,17485.94,Bills,Swansea,UK
3851,03/01/2019,DD,ASSURANT INTER LTD,21.15,,17488.94,Supplementary Income,Swansea,UK
